family,gotript,gobookt,numiworks,stayviaowner,TOTAL
OTHER: hotels/romantic-hotels-in-cinque-terre,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-cologne,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-colombo,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-copenhagen,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-corfu,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-crete,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-cusco,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-da-nang,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-delhi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-denver,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-destin,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-doha,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-dubai,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-dublin,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-dubrovnik,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-edinburgh,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-el-nido,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-fes,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-florence,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-fukuoka,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-gatlinburg,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-geneva,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-goa,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-gold-coast,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-granada,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-grindelwald,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hakone,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hallstatt,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hamburg,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hanoi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-havana,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-helsinki,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hiroshima,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-ho-chi-minh-city,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hoi-an,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hong-kong,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-honolulu,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-hue,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-ibiza,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-innsbruck,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-interlaken,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-istanbul,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-jaipur,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-jeju,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-jodhpur,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-johannesburg,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-kanazawa,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-kandy,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-kathmandu,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-koh-samui,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-krabi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-krakow,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-kuala-lumpur,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-kyoto,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lake-bled,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lake-como,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lake-tahoe,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-langkawi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-las-vegas,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lauterbrunnen,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lima,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lisbon,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-london,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-los-angeles,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-luang-prabang,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lucerne,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lugano,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-luxor,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-lyon,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-madeira,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-madrid,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-malaga,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-maldives,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-mallorca,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-manila,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-marrakech,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-marseille,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-matera,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-maui,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-mauritius,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-medellin,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-melbourne,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-merida,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-mexico-city,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-miami,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-milan,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-montreal,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-montreux,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-mumbai,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-munich,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-murren,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-muscat,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-mykonos,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-myrtle-beach,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-nadi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-nairobi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-naples,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-nara,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-nashville,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-new-orleans,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-new-york,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-nice,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-oaxaca,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-okinawa,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-orlando,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-osaka,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-oslo,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-outer-banks,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-palermo,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-palm-springs,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-panama-city,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-paris,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-pattaya,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-penang,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-perth,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-petra,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-phuket,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-playa-del-carmen,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-pokhara,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-porto,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-positano,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-prague,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-puerto-vallarta,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-quebec-city,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-queenstown,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-quito,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-reykjavik,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-rhodes,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-rio-de-janeiro,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-rome,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-salzburg,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-san-diego,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-san-francisco,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-san-juan,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-san-miguel-de-allende,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-san-sebastian,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-santiago,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-santorini,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-sapporo,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-savannah,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-scottsdale,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-seattle,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-seoul,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-seville,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-shanghai,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-sharm-el-sheikh,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-siem-reap,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-singapore,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-sintra,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-sorrento,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-split,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-st-moritz,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-stockholm,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-strasbourg,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-sydney,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-taipei,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-tallinn,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-tel-aviv,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-texas-hill-country,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-tokyo,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-toronto,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-tulum,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-udaipur,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-ushuaia,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-valencia,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-vancouver,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-varanasi,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-venice,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-verona,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-victoria-falls,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-vienna,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-warsaw,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-washington-dc,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-wellington,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-wengen,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-whistler,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-yogyakarta,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-zanzibar,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-zermatt,0,1,0,0,1
OTHER: hotels/romantic-hotels-in-zurich,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-abu-dhabi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-agra,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-amman,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-amsterdam,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-antwerp,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-athens,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-auckland,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-austin,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bali,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-banff,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bangkok,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-barcelona,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-basel,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-beijing,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bergen,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-berlin,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bern,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-blue-ridge,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bogota,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bologna,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bora-bora,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-boracay,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bordeaux,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-boston,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-brisbane,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-broken-bow,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bruges,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-brussels,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-bucharest,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-budapest,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-buenos-aires,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-busan,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cabo-san-lucas,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cairns,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cairo,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cancun,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cape-town,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cappadocia,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cartagena,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-casablanca,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cebu,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-charleston,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-chefchaouen,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-chiang-mai,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-chicago,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cinque-terre,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cologne,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-colombo,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-copenhagen,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-corfu,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-crete,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-cusco,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-da-nang,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-delhi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-denver,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-destin,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-doha,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-dubai,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-dublin,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-dubrovnik,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-edinburgh,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-el-nido,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-fes,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-florence,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-fukuoka,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-gatlinburg,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-geneva,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-goa,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-gold-coast,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-granada,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-grindelwald,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hakone,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hallstatt,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hamburg,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hanoi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-havana,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-helsinki,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hiroshima,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-ho-chi-minh-city,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hoi-an,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hong-kong,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-honolulu,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-hue,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-ibiza,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-innsbruck,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-interlaken,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-istanbul,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-jaipur,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-jeju,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-jodhpur,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-johannesburg,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-kanazawa,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-kandy,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-kathmandu,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-koh-samui,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-krabi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-krakow,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-kuala-lumpur,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-kyoto,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lake-bled,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lake-como,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lake-tahoe,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-langkawi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-las-vegas,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lauterbrunnen,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lima,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lisbon,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-london,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-los-angeles,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-luang-prabang,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lucerne,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lugano,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-luxor,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-lyon,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-madeira,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-madrid,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-malaga,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-maldives,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-mallorca,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-manila,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-marrakech,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-marseille,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-matera,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-maui,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-mauritius,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-medellin,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-melbourne,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-merida,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-mexico-city,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-miami,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-milan,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-montreal,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-montreux,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-mumbai,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-munich,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-murren,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-muscat,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-mykonos,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-myrtle-beach,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-nadi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-nairobi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-naples,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-nara,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-nashville,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-new-orleans,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-new-york,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-nice,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-oaxaca,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-okinawa,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-orlando,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-osaka,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-oslo,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-outer-banks,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-palermo,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-palm-springs,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-panama-city,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-paris,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-pattaya,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-penang,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-perth,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-petra,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-phuket,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-playa-del-carmen,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-pokhara,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-porto,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-positano,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-prague,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-puerto-vallarta,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-quebec-city,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-queenstown,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-quito,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-reykjavik,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-rhodes,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-rio-de-janeiro,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-rome,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-salzburg,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-san-diego,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-san-francisco,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-san-juan,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-san-miguel-de-allende,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-san-sebastian,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-santiago,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-santorini,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-sapporo,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-savannah,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-scottsdale,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-seattle,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-seoul,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-seville,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-shanghai,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-sharm-el-sheikh,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-siem-reap,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-singapore,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-sintra,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-sorrento,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-split,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-st-moritz,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-stockholm,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-strasbourg,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-sydney,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-taipei,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-tallinn,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-tel-aviv,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-texas-hill-country,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-tokyo,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-toronto,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-tulum,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-udaipur,0,1,0,0,1
